mean_storage_gib,sampled_mean_recovery_token_layers,exact_mean_recovery_token_layers,g,l
27.25613749,16345.40917969,16391.47377453,793,42
27.32503517,16344.03311157,16351.62562837,791,42
27.35961474,16262.53253174,16331.81295519,790,42
27.39428078,16239.48443604,16314.74620425,789,42
27.53383388,16235.66189575,16233.51312449,785,42
27.56894266,16112.21948242,16217.57364643,784,42
27.71028647,16024.45248413,16135.37625862,780,42
27.85308558,16009.44122314,16057.10725689,776,42
27.96115499,15922.84472656,15997.91453509,773,42
28.14314725,15826.89126587,15898.43929856,768,42
28.29045588,15766.71218872,15819.38380162,764,42
28.36468975,15757.17996216,15780.74650425,762,42
28.40195349,15721.53411865,15760.29881870,761,42
28.51433381,15719.86566162,15700.96110104,758,42
28.55199156,15670.71478271,15681.75178525,757,42
28.62760554,15556.24655151,15645.05244795,755,42
28.70362399,15554.74496460,15602.44685355,753,42
28.85687619,15525.11505127,15522.67758132,749,42
28.89544524,15428.00946045,15502.96241104,748,42
28.93411732,15392.46948242,15483.68480432,747,42
29.20775009,15316.44030762,15345.58221742,740,42
29.28688454,15209.97827148,15305.53520946,738,42
29.52688226,15159.47085571,15185.91188109,732,42
29.60775810,15110.33404541,15146.23034377,730,42
29.68907765,15081.95028687,15107.86360714,728,42
29.77084565,15060.42398071,15068.80234720,726,42
29.81189956,14964.52548218,15047.70625829,725,42
29.93574187,14964.26986694,14987.94437706,722,42
29.97725160,14901.79626465,14968.16246284,721,42
30.14444851,14852.74166870,14888.70642929,717,42
30.22874794,14845.05740356,14850.09009291,715,42
30.35608509,14819.85272217,14792.18366982,712,42
30.39877012,14766.88677979,14771.83039917,711,42
30.44157532,14732.40106201,14751.60604639,710,42
30.57071713,14595.48800659,14691.54940045,707,42
30.78840535,14554.81655884,14593.27502072,702,42
30.87635228,14516.99340820,14552.18438182,700,42
30.92051447,14504.68090820,14531.64228336,699,42
30.96480317,14490.63769531,14511.16163584,698,42
31.09843352,14479.71682739,14450.62267738,695,42
31.14323345,14440.07986450,14430.94058606,694,42
31.18816251,14425.82400513,14411.55716444,693,42
31.23322201,14406.58770752,14391.01713898,692,42
31.27841171,14382.30679321,14370.92389808,691,42
31.32373212,14370.83227539,14351.35843464,690,42
31.41476718,14350.31530762,14314.13674386,688,42
31.46048491,14187.60412598,14292.66056134,687,42
31.59843832,14179.01406860,14232.05373695,684,42
31.83106919,14141.97149658,14131.73570126,679,42
31.87800701,14141.55435181,14111.87222513,678,42
31.92508361,14062.53909302,14091.74183326,677,42
32.01965371,14049.86901855,14054.49391351,675,42
32.06715103,14025.24679565,14032.35726664,674,42
32.16256782,13972.41220093,13991.90047110,672,42
32.25855278,13926.85958862,13954.18726381,670,42
32.30676228,13891.86605835,13931.91516108,669,42
32.40361250,13830.84884644,13892.03487897,667,42
32.59906581,13790.80984497,13812.28943771,663,42
32.69767983,13735.32080078,13771.81365919,661,42
32.84672448,13701.79568481,13711.86963313,658,42
32.94684436,13700.69326782,13673.03019597,656,42
32.99713440,13685.91592407,13651.97203503,655,42
33.04757773,13601.40264893,13631.93601506,654,42
33.09817500,13595.16522217,13612.95077105,653,42
33.19983764,13585.45773315,13571.59042741,651,42
33.25090207,13511.56115723,13553.71440929,650,42
33.35350728,13478.65753174,13511.38310462,648,42
33.40504639,13463.72384644,13492.69543730,647,42
33.56062718,13443.30441284,13431.10531689,644,42
33.61280980,13374.36254883,13411.05899994,643,42
33.82317337,13358.32705688,13331.01423499,639,42
33.87617590,13358.16278076,13311.96953803,638,42
33.92934613,13304.85714722,13290.52652247,637,42
33.98268249,13262.00842285,13271.07841492,636,42
34.08986082,13174.58557129,13230.59163641,634,42
34.14370403,13146.70367432,13210.17192983,633,42
34.47036909,13106.66876221,13089.56090844,627,42
34.58065090,12997.25488281,13049.87495013,625,42
34.74740406,12927.78311157,12989.15599784,622,42
34.91577214,12927.54122925,12930.93921406,619,42
34.97225989,12886.31130981,12908.37504662,618,42
35.08578224,12881.06069946,12869.12859887,616,42
35.14282087,12804.70172119,12848.44299656,615,42
35.25745582,12781.60897827,12808.22689677,613,42
35.31505426,12773.98626709,12788.06061794,612,42
35.48898466,12728.52178955,12727.43119757,609,42
35.54734295,12668.61019897,12707.09932290,608,42
35.66463727,12652.46997070,12666.58883241,606,42
35.72357512,12649.41625977,12646.51979148,605,42
35.84203687,12638.09655762,12607.10489690,603,42
35.90156372,12526.48239136,12585.96247704,602,42
35.96128808,12465.49008179,12565.86083414,601,42
36.14165972,12461.40921021,12505.38445862,598,42
36.32384999,12387.09991455,12445.25506774,595,42
36.50788739,12365.33178711,12384.16546083,592,42
36.63161843,12317.44497681,12343.92303908,590,42
36.75619106,12316.87933350,12303.85051115,588,42
36.81879528,12289.83810425,12284.53971246,587,42
36.94464701,12170.32528687,12243.95750704,585,42
37.13504688,12104.83334351,12182.18258882,582,42
37.39198695,12076.74981689,12101.32657867,578,42
37.45677860,12043.62289429,12081.10482090,577,42
37.52179524,12038.74807739,12060.85585814,576,42
37.58703803,12003.37557983,12040.59137841,575,42
37.71820674,11964.07125854,12000.12966387,573,42
37.78413499,11952.01721191,11980.02267198,572,42
37.98330934,11911.11724854,11920.98687701,569,42
38.05016891,11871.51119995,11900.31825868,568,42
38.11726465,11851.39556885,11879.15396785,567,42
38.25216778,11842.66702271,11838.25494475,565,42
38.31997792,11791.59591675,11818.12098788,564,42
38.45632202,11773.12680054,11778.08743091,562,42
38.52485812,11772.28707886,11758.83159317,561,42
38.59364058,11726.46228027,11737.05912594,560,42
38.66266829,11681.02578735,11716.64715435,559,42
38.73194337,11644.98184204,11696.29476671,558,42
38.87124013,11626.28961182,11657.08884591,556,42
38.94126630,11571.42251587,11635.42283158,555,42
39.15286380,11538.64410400,11575.59440941,552,42
39.29521234,11534.33233643,11533.94740505,550,42
39.43859923,11451.19570923,11493.34091666,548,42
39.51068588,11449.28170776,11473.02920797,547,42
39.72853592,11441.51403809,11412.18367582,544,42
39.80168706,11430.40533447,11392.57612942,543,42
39.87510890,11360.12185669,11371.83587816,542,42
39.94880133,11324.28405762,11352.39116561,541,42
40.02276805,11318.23345947,11330.80407120,540,42
40.24631869,11243.32327271,11269.80876219,537,42
40.47238079,11199.54916382,11209.27558172,534,42
40.54830081,11162.34698486,11188.40645259,533,42
40.77777869,11104.90136719,11127.36171464,530,42
40.93221258,11091.04022217,11086.81199919,528,42
41.00986825,11065.17520142,11067.77431623,527,42
41.08782111,11010.88500977,11045.86957313,526,42
41.40261494,10937.82302856,10964.58514441,522,42
41.48206834,10936.38137817,10944.77613822,521,42
41.56182815,10934.38937378,10923.67712632,520,42
41.64189492,10867.74951172,10903.19435381,519,42
41.72226957,10864.75540161,10884.57624442,518,42
41.96527111,10842.48004150,10821.64470536,515,42
42.04690062,10824.89749146,10802.66253234,514,42
42.12885016,10787.35873413,10781.08820291,513,42
42.21111924,10743.18380737,10760.29934070,512,42
42.45986489,10682.38995361,10699.59682540,509,42
42.62733091,10682.11538696,10658.90833909,507,42
42.71156079,10618.31341553,10637.90931009,506,42
42.88102266,10554.27297974,10596.80965819,504,42
42.96625881,10525.68392944,10576.47787352,503,42
43.13775187,10483.61492920,10535.83284217,501,42
43.39757453,10465.53219604,10474.36156564,498,42
43.48487920,10460.39642334,10453.76350024,497,42
43.57253588,10459.63375854,10433.19497381,496,42
43.66054665,10410.98522949,10412.74045626,495,42
43.74891359,10387.39575195,10392.50648349,494,42
43.83763877,10319.99514771,10372.61960138,493,42
44.01617439,10293.37442017,10331.29858170,491,42
44.10598893,10236.78216553,10310.39669260,490,42
44.46894140,10227.70037842,10229.19327181,486,42
44.56061559,10215.16244507,10208.02837597,485,42
44.65266808,10196.55758667,10187.56732043,484,42
44.83791877,10184.15225220,10146.85862714,482,42
44.93112187,10099.62216187,10126.46220454,481,42
45.02471335,10035.24752808,10106.00571799,480,42
45.40301204,10009.53726196,10023.61865038,476,42
45.49858208,9998.83062744,10003.25517574,475,42
45.59455537,9982.59078979,9982.83613216,474,42
45.78772192,9936.69195557,9942.08877391,472,42
45.88492084,9885.51922607,9921.10112690,471,42
45.98253270,9870.19689941,9900.98987401,470,42
46.17900870,9798.35583496,9859.64419236,468,42
46.57704158,9757.04278564,9777.47884152,464,42
46.77864152,9696.20669556,9737.87962312,462,42
47.18712623,9618.72174072,9655.05759494,458,42
47.39405606,9614.82098389,9613.50781649,456,42
47.49820320,9597.36340332,9592.67636632,455,42
47.60280859,9561.15020752,9572.57041343,454,42
47.91940927,9540.44549561,9510.68124132,451,42
48.02588097,9462.84780884,9489.94801105,450,42
48.13282683,9432.68927002,9469.34547765,449,42
48.24025009,9427.75979614,9448.78805421,448,42
48.45654178,9365.82308960,9407.65343735,446,42
48.78464086,9351.20269775,9346.30407770,443,42
48.89499660,9329.83013916,9326.31211169,442,42
49.00585336,9321.88272095,9305.58959441,441,42
49.11721446,9268.42755127,9284.32877567,440,42
49.22908243,9236.87039185,9263.68215132,439,42
49.34146117,9233.66851807,9243.06574193,438,42
49.45435399,9139.49353027,9222.76483724,437,42
49.91114000,9108.29519653,9141.13240787,433,42
50.25930727,9087.88095093,9078.94988005,430,42
50.37644539,9043.76620483,9057.91674508,429,42
50.61236707,8997.52124023,9016.47420853,427,42
50.73115803,8973.95016479,8996.48960551,426,42
50.97042159,8956.22146606,8955.70064230,424,42
51.09090288,8953.58978271,8933.98240802,423,42
51.21195414,8917.85644531,8913.53855546,422,42
51.33358073,8884.88034058,8892.80460620,421,42
51.45578640,8873.03546143,8872.13388587,420,42
51.57857516,8824.28295898,8851.74899125,419,42
51.95048445,8813.69363403,8789.38587961,416,42
52.20141742,8769.83462524,8748.99873700,414,42
52.32779625,8716.06124878,8727.62783837,413,42
52.45478816,8664.79934692,8706.74552225,412,42
52.58239780,8648.24060059,8686.13043487,411,42
52.83948905,8616.94836426,8644.98929701,409,42
53.09910715,8594.93310547,8603.64385536,407,42
53.22987551,8559.68792725,8582.81059819,406,42
53.36128962,8536.59448242,8562.00559199,405,42
53.62607374,8521.91476440,8521.13297487,403,42
53.75945381,8512.15646362,8500.65294035,402,42
53.89349992,8493.82058716,8479.25885974,401,42
54.02821545,8487.70333862,8458.78154122,400,42
54.16360663,8416.50445557,8437.90523009,399,42
54.43643490,8379.82757568,8396.41396659,397,42
54.57388243,8368.52551270,8375.73207327,396,42
54.71202568,8317.26617432,8355.26881973,395,42
54.85087064,8300.11474609,8334.28783171,394,42
55.13068517,8242.39587402,8292.94021106,392,42
55.41336984,8209.57589722,8251.29567270,390,42
55.84287485,8207.92120361,8189.22351878,387,42
55.98752682,8174.26116943,8168.48908951,386,42
56.27909122,8118.31283569,8126.72964827,384,42
56.42601506,8084.75833130,8106.13318187,383,42
56.57370842,8070.76373291,8085.19903580,382,42
56.72217673,8029.17987061,8064.64319036,381,42
57.02146362,8023.13348389,8023.72013428,379,42
57.17229490,8007.46591187,8003.04920195,378,42
57.32392653,7986.85848999,7982.16091384,377,42
57.47636489,7984.98016357,7961.09250291,376,42
57.62961630,7928.61154175,7939.95764204,375,42
58.09431342,7867.92355347,7877.35036165,372,42
58.40829765,7821.98666382,7835.90721209,370,42
58.56656619,7778.25039673,7815.12979987,369,42
58.72569464,7768.56063843,7794.61339639,368,42
59.20831269,7717.13375854,7731.86446014,365,42
59.37095314,7699.83126831,7711.03361697,364,42
59.53448969,7693.32400513,7690.16527883,363,42
59.69892917,7653.74600220,7669.94273406,362,42
59.86428071,7580.88796997,7648.59849640,361,42
60.53494828,7541.84768677,7565.30735869,357,42
60.87594963,7513.29071045,7523.70004630,355,42
61.04789527,7480.36627197,7502.84496716,354,42
61.22081508,7475.05160522,7482.02309798,353,42
61.39471735,7453.32864380,7461.23935876,352,42
61.56961041,7421.57376099,7440.56359544,351,42
61.74550319,7386.02777100,7419.53463947,350,42
61.92240357,7357.48370361,7398.91370509,349,42
62.27926371,7342.18167114,7357.03966696,347,42
62.64026057,7335.63961792,7315.95459005,345,42
62.82233385,7278.31332397,7294.68276332,344,42
63.00546790,7228.04705811,7274.29312671,343,42
63.37495920,7205.56903076,7232.56590743,341,42
63.93739503,7190.23880005,7169.89444311,338,42
64.12709907,7152.32174683,7148.85671014,337,42
64.31793236,7128.84436035,7127.73059927,336,42
64.50990463,7062.66046143,7106.92281308,335,42
65.28939353,7017.87478638,7023.41107459,331,42
65.68624502,6965.67044067,6982.36266564,329,42
65.88648671,6962.17984009,6960.81393019,328,42
66.08795241,6923.24911499,6939.94088506,327,42
66.49460313,6922.22796631,6898.21813178,325,42
66.69981077,6855.56079102,6877.70870829,324,42
67.32310656,6814.16702271,6814.67575432,321,42
67.53346862,6786.72396851,6793.89008111,320,42
67.74514989,6781.66864014,6772.82995217,319,42
67.95816209,6756.54287720,6752.12273688,318,42
68.17251819,6725.45648193,6731.44245456,317,42
68.38823115,6705.62310791,6710.59464841,316,42
68.60531394,6696.67401123,6689.53890846,315,42
68.82377953,6680.74462891,6668.39079661,314,42
69.26491152,6617.85772705,6626.48472852,312,42
69.48760464,6598.15078735,6606.00855499,311,42
69.93731642,6529.54754639,6563.76167724,309,42
70.16436224,6526.41436768,6542.83438317,308,42
70.39288706,6516.51461792,6522.03221197,307,42
70.62290567,6494.22296143,6501.06303794,306,42
71.08748218,6466.80981445,6459.63022337,304,42
71.32207101,6432.49288940,6438.29221071,303,42
71.55821308,6428.12814331,6417.24103676,302,42
71.79592407,6403.29891968,6396.29701370,301,42
72.03521968,6372.70208740,6375.46149454,300,42
72.27611560,6308.32797241,6354.91687308,299,42
72.76277542,6294.65936279,6312.58009642,297,42
73.25603370,6276.33023071,6270.51607648,295,42
73.50517915,6222.25894165,6249.75986624,294,42
74.00858998,6201.59701538,6207.76900323,292,42
74.26289006,6160.27377319,6186.99909000,291,42
74.77677066,6133.43804932,6144.67784532,289,42
75.03638721,6092.53796387,6123.70013130,288,42
75.56106616,6066.49676514,6082.26123074,286,42
76.09313629,6024.45977783,6039.71103129,284,42
76.63275282,5985.60058594,5997.71531628,282,42
76.90544155,5961.85760498,5976.74956525,281,42
77.18007778,5935.09854126,5956.02015998,280,42
77.45668346,5902.77008057,5934.67467233,279,42
77.73527873,5897.07678223,5913.63955736,278,42
78.01588549,5885.32733154,5892.62099238,277,42
78.29852566,5869.36389160,5871.58032942,276,42
78.58322115,5861.05072021,5850.73783026,275,42
78.86999493,5831.96112061,5829.69268331,274,42
79.15886972,5820.89038086,5808.58924441,273,42
79.44986810,5784.07766724,5787.86518813,272,42
79.74301492,5755.41540527,5766.44919855,271,42
80.03833273,5728.88150024,5745.39814560,270,42
80.63557989,5706.73477173,5703.35188865,268,42
80.93755888,5679.97140503,5682.24779175,267,42
81.24180816,5654.68911743,5661.31764468,266,42
81.54835379,5614.96032715,5640.26720573,265,42
81.85722212,5595.69924927,5618.93068807,264,42
82.16843887,5579.20104980,5597.89607210,263,42
82.48203143,5555.01492310,5576.75616624,262,42
82.79802660,5520.25567627,5555.93581106,261,42
83.43733820,5520.03436279,5513.56825243,259,42
83.76071085,5503.48373413,5492.43810256,258,42
84.08660002,5492.65078735,5471.29700770,257,42
84.41503520,5425.52783203,5450.16014684,256,42
85.07966370,5411.62936401,5407.98416302,254,42
85.41591824,5381.52737427,5387.03979796,253,42
85.75484206,5364.53814697,5365.66557733,252,42
86.09646610,5343.76483154,5344.54421546,251,42
86.44082305,5300.62643433,5323.48267652,250,42
86.78794613,5293.43881226,5302.28483372,249,42
87.13786849,5291.25549316,5281.15084585,248,42
87.49062392,5247.99649048,5260.22407778,247,42
87.84624785,5231.86920166,5238.90881609,246,42
88.20477442,5201.39053345,5217.86828413,245,42
88.56623990,5191.42272949,5196.72995827,244,42
88.93068056,5176.97140503,5175.46026954,243,42
89.29813294,5150.77273560,5154.32530567,242,42
89.66863452,5133.47128296,5133.34005166,241,42
90.04222390,5099.63455200,5112.13007987,240,42
90.41893960,5094.31851196,5090.90305710,239,42
90.79882074,5049.93466187,5069.82967317,238,42
91.18190755,5035.62109375,5048.82072718,237,42
91.95786267,4993.72119141,5006.39965260,235,42
92.35081378,4957.14407349,4985.54156246,234,42
92.74713883,4946.03021240,4964.02204898,233,42
93.14687978,4940.74252319,4942.98253602,232,42
93.55008188,4938.98907471,4921.80413820,231,42
93.95679017,4897.39807129,4900.56858243,230,42
94.36705037,4846.13815308,4879.41597758,229,42
95.19841460,4834.55114746,4837.15127685,227,42
95.61961470,4820.28509521,4815.95440305,226,42
96.04455840,4791.77719116,4795.04002196,225,42
96.47329690,4760.11331177,4773.67231333,224,42
96.90588026,4749.70062256,4752.52623247,223,42
97.34236036,4725.05169678,4731.63594936,222,42
97.78279144,4709.23886108,4710.14674885,221,42
98.22722556,4683.56115723,4689.22969977,220,42
98.67571920,4683.35159302,4667.80590319,219,42
99.12832708,4645.58178711,4646.62971637,218,42
99.58510638,4621.19891357,4625.51143749,217,42
100.04611507,4579.69207764,4604.40803959,216,42
100.98105834,4579.10662842,4561.95218505,214,42
101.45511402,4529.03735352,4540.76125224,213,42
101.93364180,4520.50057983,4519.64759935,212,42
102.41670547,4508.06854248,4498.48438652,211,42
102.90436987,4463.20272827,4477.23425377,210,42
103.89376564,4440.53341675,4434.89920510,208,42
104.39563315,4422.42187500,4413.68091932,207,42
104.90237296,4410.72097778,4392.58259242,206,42
105.41405684,4394.10998535,4371.31022969,205,42
105.93075708,4353.77679443,4350.12997687,204,42
106.45254805,4322.26510620,4328.89366211,203,42
107.51170572,4286.67117310,4286.49266351,201,42
108.04922811,4252.18899536,4265.35573464,200,42
109.14056137,4218.30120850,4223.14639985,198,42
109.69453827,4191.77554321,4201.67164033,197,42
110.25416747,4168.85815430,4180.49763150,196,42
110.81953658,4128.82379150,4159.25319675,195,42
111.96785078,4123.23757935,4116.89989610,193,42
112.55097918,4093.88623047,4095.66876733,192,42
113.14021350,4056.50463867,4074.50228450,191,42
113.73565062,4040.62399292,4053.15538784,190,42
114.33738834,4031.99282837,4031.98677401,189,42
115.56017093,3984.52307129,3989.59854940,187,42
116.18142356,3936.88607788,3968.31145469,186,42
117.44418694,3925.19152832,3925.77138223,184,42
118.08591871,3921.89108276,3904.74113026,183,42
118.73470284,3897.92889404,3883.50640749,182,42
119.39065629,3860.23336792,3862.03891696,181,42
120.05389741,3849.80117798,3840.94405106,180,42
120.72454941,3817.05026245,3819.65201735,179,42
121.40273689,3795.45657349,3798.32642067,178,42
122.08858739,3772.26416016,3777.04925895,177,42
123.48380322,3732.40576172,3734.52829847,175,42
124.19343890,3699.86685181,3713.23458777,174,42
124.91127830,3673.24291992,3692.02819797,173,42
125.63746484,3666.13568115,3670.72195228,172,42
126.37214474,3648.36837769,3649.44574755,171,42
127.86758790,3606.80282593,3606.85309415,169,42
128.62866145,3586.00082397,3585.65430135,168,42
129.39884992,3558.88705444,3564.31280969,167,42
130.96723340,3538.26287842,3521.77902522,165,42
131.76577010,3507.72720337,3500.51658748,164,42
132.57410506,3477.03268433,3479.12225388,163,42
133.39241933,3441.37225342,3457.78141722,162,42
135.05973444,3408.23797607,3415.19658480,160,42
135.90912147,3403.72628784,3393.86883413,159,42
136.76926026,3370.37380981,3372.51494249,158,42
137.64035594,3350.03829956,3351.29524970,157,42
138.52261994,3312.39459229,3329.86669013,156,42
140.32152113,3280.99105835,3287.33832066,154,42
141.23860849,3267.02481079,3265.85633514,153,42
142.16776247,3251.25366211,3244.50697849,152,42
143.10922285,3232.25384521,3223.27576972,151,42
144.06323655,3193.33599854,3201.81219719,150,42
145.03005548,3192.87167358,3180.49641550,149,42
146.00993978,3161.20764160,3159.05017895,148,42
147.00315566,3133.30697632,3137.68593131,147,42
148.00997723,3126.53472900,3116.32174868,146,42
149.03068583,3102.44192505,3095.01218399,145,42
150.06557114,3058.91070557,3073.62409338,144,42
151.11493053,3044.96310425,3052.15486385,143,42
152.17906951,3015.76458740,3030.73433927,142,42
153.25830263,3003.08599854,3009.31971268,141,42
154.35295333,2991.50427246,2987.90975809,140,42
155.46335441,2970.50311279,2966.49810650,139,42
156.58984814,2942.64788818,2945.12312088,138,42
157.73278726,2921.30032349,2923.65112035,137,42
158.89253419,2890.28805542,2902.21828578,136,42
160.06946244,2881.83932495,2880.82992817,135,42
161.26395702,2871.00265503,2859.33534366,134,42
162.47641388,2834.18563843,2837.85758814,133,42
163.70724122,2809.67584229,2816.39957960,132,42
164.95685968,2809.42773438,2794.98838101,131,42
166.22570331,2765.27096558,2773.46899053,130,42
167.51421884,2749.01318359,2751.97629502,129,42
168.82286713,2719.20278931,2730.58533341,128,42
170.15212458,2709.01312256,2708.99226001,127,42
171.50248087,2692.11782837,2687.57737842,126,42
172.87444330,2662.64981079,2665.99733400,125,42
174.26853376,2639.05020142,2644.56976743,124,42
175.68529281,2615.72485352,2622.97824202,123,42
177.12527713,2599.63265991,2601.48510051,122,42
178.58906267,2589.71856689,2580.05882394,121,42
180.07724500,2551.05557251,2558.50088150,120,42
181.59043860,2531.00823975,2537.01040599,119,42
183.12927951,2513.66415405,2515.53265847,118,42
184.69442558,2475.72946167,2493.99514100,117,42
186.28655681,2463.15017700,2472.49322751,116,42
187.90637725,2447.24957275,2451.00335400,115,42
189.55461568,2430.28341675,2429.48630451,114,42
191.23202625,2406.38592529,2408.03792596,113,42
192.93939077,2386.41470337,2386.53132547,112,42
194.67751870,2353.18969727,2364.99539900,111,42
196.44724888,2341.97384644,2343.48432652,110,42
198.24945111,2313.11471558,2321.99548500,109,42
200.08502751,2291.93753052,2300.48565951,108,42
201.95491373,2284.28445435,2278.98103702,107,42
203.86008078,2260.49850464,2257.49387251,106,42
205.80153679,2243.73181152,2235.98120902,105,42
207.78032837,2212.23110962,2214.51498549,104,42
209.79754326,2188.26800537,2192.98714301,103,42
211.85431130,2171.46456909,2171.48811051,102,42
213.95180739,2159.71725464,2150.00000000,101,42
216.09125343,2122.39407349,2128.49787150,100,42
218.27392063,2105.09854126,2106.99591500,99,42
220.50113207,2089.65853882,2085.48587451,98,42
222.77426534,2067.43548584,2063.99097001,97,42
225.09475554,2041.32290649,2042.49933350,96,42
227.46409822,2021.65875244,2020.99733400,95,42
229.88385243,2004.40390015,1999.49438851,94,42
232.35564435,1965.26849365,1977.99578600,93,42
234.88117079,1956.82412720,1956.52263948,92,42
237.46220351,1936.22827148,1934.99625900,91,42
240.10059245,1918.14144897,1913.48604651,90,42
242.79827095,1886.73654175,1891.99496901,89,42
245.55726032,1871.37002563,1870.50466550,88,42
248.37967483,1844.90182495,1848.99011001,87,42
251.26772683,1820.56997681,1827.49051851,86,42
254.22373298,1812.25552368,1805.99432401,85,42
257.25012026,1784.04727173,1784.48978751,84,42
260.34943253,1769.28701782,1762.98757301,83,42
263.52433777,1746.54562378,1741.48793851,82,42
266.77763568,1715.08691406,1719.99785000,81,42
270.11226608,1691.73794556,1698.49830150,80,42
273.53131757,1677.36480713,1676.99019601,79,42
277.03803682,1650.22866821,1655.52784247,78,42
280.63584000,1637.90133667,1633.99686100,77,42
284.32832209,1618.31985474,1612.49202351,76,42
288.11927031,1589.02767944,1591.00055900,75,42
292.01267651,1569.97372437,1569.52483248,74,42
296.01275159,1555.82891846,1548.00391300,73,42
300.12393982,1512.59927368,1526.49262551,72,42
304.35093596,1497.54376221,1505.02412298,71,42
308.69870372,1483.74539185,1483.49550650,70,42
313.17249360,1469.05468750,1461.99346401,69,42
317.77786553,1437.29678345,1440.49322751,68,42
322.52071119,1416.67993164,1419.00503099,67,42
327.40727941,1396.46463013,1397.51932848,66,42
332.44420374,1367.45327759,1376.00464400,65,42
337.63853191,1352.02114868,1354.49864550,64,42
342.99775937,1338.11386108,1332.99746300,63,42
348.52986513,1306.37564087,1311.49645250,62,42
354.24335131,1293.01556396,1290.01264199,61,42
360.14728718,1262.86648560,1268.49959150,60,42
366.25135645,1249.65469360,1246.99333501,59,42
372.56591077,1218.05294800,1225.50445050,58,42
379.10202850,1202.98825073,1203.99488301,57,42
385.87157897,1182.63516235,1182.49400151,56,42
392.88729489,1164.52603149,1160.99496901,55,42
400.16285204,1137.24423218,1139.51236249,54,42
407.71295873,1115.29544067,1117.99729100,53,42
415.55345404,1094.02639771,1096.49597950,52,42
423.70141975,1078.57852173,1074.99578600,51,42
432.17530406,1052.64309692,1053.49894650,50,42
440.99506127,1036.54434204,1031.99535600,49,42
450.18230829,1013.85806274,1010.50036550,48,42
459.76050199,987.92132568,989.00348300,47,42
469.75513899,966.97903442,967.49593650,46,42
480.19398201,942.01992798,945.99668900,45,42
491.10731789,924.96585083,924.49804350,44,42
502.52825080,903.40548706,902.99699000,43,42
514.49303757,880.60635376,881.50694449,42,42
527.04147266,861.81747437,859.99763500,41,42
540.21732937,837.40689087,838.49916150,40,42
554.06887110,815.61819458,816.99849500,39,42
568.64944132,792.44375610,795.49774250,38,42
584.01815047,770.34667969,773.99858100,37,42
600.24067679,748.89785767,752.49804350,36,42
617.39020457,730.64831543,731.00378400,35,42
635.54852820,709.06301880,709.49834450,34,42
654.80735624,687.09454346,687.99875300,33,42
675.26986102,664.23110962,666.49933350,32,42
697.05252743,643.13003540,644.99845200,31,42
720.28737157,621.96072388,623.50023650,30,42
745.12461878,600.94625854,601.99883900,29,42
771.73595506,582.80300903,580.49941950,28,42
800.31850145,559.15353394,558.99901100,27,42
831.09970519,538.40414429,537.50212850,26,42
864.34340532,515.04467773,515.99948400,25,42
900.35741376,494.07876587,494.49984950,24,42
939.50307512,473.17321777,472.99939800,23,42
982.20743291,450.75332642,451.50135450,22,42
